"id","event_date","event_time","event_name","actual","forecast","previous","actual_forecast","actual_previous","importance","report_period","unit","scale","update_date","update_time","update_news","update_pre","futures_relation_1","futures_relation_2","specific_relation_1","specific_relation_2","specific_relation_3","specific_relation_4","specific_relation_5","specific_relation_6","specific_relation_7","url","ignored","important"
"14839974","2022-05-04","14:00:00","Fed Funds Tgt Rate *",0.875,0.875,0.375,NULL,1.3333,2,"May. 5, 2022","%",NULL,"2022-05-05","04:02:02",True,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"14839975","2022-06-15","14:00:00","Fed Funds Tgt Rate *",NULL,NULL,NULL,NULL,NULL,2,"Jun. 15, 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"14839978","2022-05-04","14:00:00","Fed Int On Excess Reserves*",0.9,NULL,0.4,NULL,1.25,NULL,"May. 5, 2022","%",NULL,"2022-05-05","04:02:02",True,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"14839979","2022-06-15","14:00:00","Fed Int On Excess Reserves*",NULL,NULL,NULL,NULL,NULL,NULL,"Jun. 15, 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"14919465","2022-06-15","14:00:00","FFR Projection-1st Yr*",NULL,NULL,2.8,NULL,NULL,NULL,"Q2 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"14919465","2022-06-15","14:00:00","FFR Projection-2nd Yr*",NULL,NULL,2.8,NULL,NULL,NULL,"Q2 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"14919465","2022-06-15","14:00:00","FFR Projection-Current*",NULL,NULL,1.9,NULL,NULL,NULL,"Q2 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"14919465","2022-06-15","14:00:00","FFR Projection-Longer*",NULL,NULL,2.4,NULL,NULL,NULL,"Q2 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Interest","Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15003031","2022-05-05","07:30:00","Challenger Layoffs",24.286,NULL,21.387,NULL,0.1355,-1,"Apr. 2022","Person","K","2022-05-05","07:33:07",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15003032","2022-06-02","07:30:00","Challenger Layoffs",20.712,NULL,24.286,NULL,-0.1472,-1,"May. 2022","Person","K","2022-06-02","07:32:44",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15016192","2022-05-24","08:00:00","Build Permits R Chg MM*",-3.0,NULL,1.2,NULL,-3.5,NULL,"Apr. 2022","%",NULL,"2022-05-24","08:34:44",True,False,"Economy",NULL,"ITB","WHR","HD","CX",NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15016192","2022-05-24","08:00:00","Build Permits R Numb*",1.823,NULL,1.879,NULL,-0.0298,NULL,"Apr. 2022","Number of","M","2022-05-24","08:34:44",True,False,"Economy",NULL,"ITB","WHR","HD","CX",NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019005","2022-06-15","08:30:00","Retail Control *",NULL,NULL,1.0,NULL,NULL,-1,"May. 2022","%",NULL,"2022-06-09","04:02:01",False,False,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019005","2022-06-15","08:30:00","Retail Ex Gas/Autos *",NULL,NULL,1.0,NULL,NULL,NULL,"May. 2022","%",NULL,"2022-06-09","04:02:01",False,False,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019005","2022-06-15","08:30:00","Retail Sales Ex-Autos MM *",NULL,0.8,0.6,NULL,NULL,NULL,"May. 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",False,True
"15019005","2022-06-15","08:30:00","Retail Sales MM *",NULL,0.2,0.9,NULL,NULL,1,"May. 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",False,True
"15019005","2022-06-15","08:30:00","Retail Sales YoY*",NULL,NULL,8.19,NULL,NULL,NULL,"May. 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",False,True
"15019012","2022-05-17","08:30:00","Retail Control *",NULL,0.5,0.7,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-05-17","10:30:02",False,False,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15019012","2022-05-17","08:30:00","Retail Ex Gas/Autos *",NULL,NULL,0.7,NULL,NULL,NULL,"Apr. 2022","%",NULL,"2022-05-17","10:30:02",False,False,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15019012","2022-05-17","08:30:00","Retail Sales Ex-Autos MM *",NULL,0.4,1.4,NULL,NULL,NULL,"Apr. 2022","%",NULL,"2022-05-17","10:30:02",False,True,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",True,True
"15019012","2022-05-17","08:30:00","Retail Sales MM *",NULL,0.9,0.7,NULL,NULL,1,"Apr. 2022","%",NULL,"2022-05-17","10:30:02",False,True,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",True,True
"15019012","2022-05-17","08:30:00","Retail Sales YoY*",8.19,NULL,7.34,NULL,0.1158,NULL,"Apr. 2022","%",NULL,"2022-05-17","08:34:47",True,True,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",False,True
"15019018","2022-05-24","10:00:00","New Home Sales-Units *",0.591,0.75,0.709,-0.212,-0.1664,NULL,"Apr. 2022","Number of","M","2022-05-24","10:09:48",True,True,"Economy",NULL,"ITB","WHR","HD","CX",NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15019018","2022-05-24","10:00:00","New Home Sales Chg MM *",-16.6,NULL,-10.5,NULL,-0.581,NULL,"Apr. 2022","%",NULL,"2022-05-24","10:09:48",True,True,"Economy",NULL,"ITB","WHR","HD","CX",NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15019030","2022-05-09","10:00:00","Wholesale Invt(y), R MM *",NULL,2.3,2.6,NULL,NULL,-1,"Mar. 2022","%",NULL,"2022-05-09","12:00:06",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15019030","2022-05-09","10:00:00","Wholesale Sales MM *",1.7,NULL,1.5,NULL,0.1333,-1,"Mar. 2022","%",NULL,"2022-05-09","10:14:35",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019031","2022-06-08","10:00:00","Wholesale Invt(y), R MM *",NULL,2.1,2.7,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-06-08","04:02:02",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019031","2022-06-08","10:00:00","Wholesale Sales MM *",NULL,NULL,1.7,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-06-08","04:02:02",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019039","2022-05-02","10:00:00","Construction Spending MM *",NULL,0.7,0.5,NULL,NULL,-1,"Mar. 2022","%",NULL,"2022-05-02","04:02:01",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15019040","2022-06-01","10:00:00","Construction Spending MM *",0.2,0.5,0.3,-0.6,-0.3333,-1,"Apr. 2022","%",NULL,"2022-06-01","10:02:54",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15019055","2022-05-18","08:30:00","House Starts MM: Change *",-0.2,NULL,-2.8,NULL,0.9286,NULL,"Apr. 2022","%",NULL,"2022-05-18","08:41:12",True,False,"Economy",NULL,"ITB","WHR","HD","CX",NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019055","2022-05-18","08:30:00","Housing Starts Number *",1.724,1.765,1.728,-0.0232,-0.0023,NULL,"Apr. 2022","Number of","M","2022-05-18","08:41:12",True,True,"Economy",NULL,"ITB","WHR","HD","CX",NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15019072","2022-05-18","08:30:00","Build Permits: Change MM *",-3.2,NULL,0.4,NULL,-9.0,NULL,"Apr. 2022","%",NULL,"2022-05-18","08:41:12",True,False,"Economy",NULL,"ITB","WHR","HD","CX",NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019072","2022-05-18","08:30:00","Building Permits: Number *",1.819,1.812,1.873,0.0039,-0.0288,1,"Apr. 2022","Number of","M","2022-05-18","08:41:12",True,True,"Economy",NULL,"ITB","WHR","HD","CX",NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15019081","2022-05-26","10:00:00","Pending Homes Index",99.3,NULL,103.3,NULL,-0.0387,NULL,"Apr. 2022","Index",NULL,"2022-05-26","10:06:12",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15019081","2022-05-26","10:00:00","Pending Sales Change MM",-3.9,-2.0,-1.6,-0.95,-1.4375,NULL,"Apr. 2022","%",NULL,"2022-05-26","10:06:12",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15019094","2022-05-19","10:00:00","Exist. Home Sales % Chg",NULL,NULL,-2.7,NULL,NULL,NULL,"Apr. 2022","%",NULL,"2022-05-19","12:00:00",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15019094","2022-05-19","10:00:00","Existing Home Sales",NULL,5.65,5.77,NULL,NULL,1,"Apr. 2022","Number of","M","2022-05-19","12:00:00",False,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15020864","2022-05-06","08:30:00","Average Earnings MM*",0.3,0.4,0.5,-0.25,-0.4,NULL,"Apr. 2022","%",NULL,"2022-05-06","08:35:03",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020864","2022-05-06","08:30:00","Average Earnings YY*",5.5,5.5,5.6,NULL,-0.0179,NULL,"Apr. 2022","%",NULL,"2022-05-06","08:33:01",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020864","2022-05-06","08:30:00","Average Workweek Hrs*",34.6,34.7,34.6,-0.0029,NULL,NULL,"Apr. 2022","Hour",NULL,"2022-05-06","08:33:01",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020864","2022-05-06","08:30:00","Government Payrolls*",22.0,NULL,4.0,NULL,4.5,-1,"Apr. 2022","Person","K","2022-05-06","08:34:02",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020864","2022-05-06","08:30:00","Labor Force Partic*",62.2,NULL,62.4,NULL,-0.0032,NULL,"Apr. 2022","%",NULL,"2022-05-06","08:35:03",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020864","2022-05-06","08:30:00","Manufacturing Payrolls*",55.0,35.0,43.0,0.5714,0.2791,-1,"Apr. 2022","Person","K","2022-05-06","08:35:03",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020864","2022-05-06","08:30:00","Non-Farm Payrolls*",428.0,391.0,428.0,0.0946,NULL,2,"Apr. 2022","Person","K","2022-05-06","08:34:02",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15020864","2022-05-06","08:30:00","Private Payrolls*",406.0,385.0,424.0,0.0545,-0.0425,-1,"Apr. 2022","Person","K","2022-05-06","08:35:03",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020864","2022-05-06","08:30:00","U6 Underemployment*",7.0,NULL,6.9,NULL,0.0145,-1,"Apr. 2022","%",NULL,"2022-05-06","08:34:02",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020864","2022-05-06","08:30:00","Unemployment Rate*",3.6,3.5,3.6,0.0286,NULL,1,"Apr. 2022","%",NULL,"2022-05-06","08:35:03",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15020865","2022-06-03","08:30:00","Average Earnings MM*",0.3,0.4,0.3,-0.25,NULL,NULL,"May. 2022","%",NULL,"2022-06-03","08:33:17",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020865","2022-06-03","08:30:00","Average Earnings YY*",5.2,5.2,5.5,NULL,-0.0545,NULL,"May. 2022","%",NULL,"2022-06-03","08:35:19",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020865","2022-06-03","08:30:00","Average Workweek Hrs*",34.6,34.6,34.6,NULL,NULL,NULL,"May. 2022","Hour",NULL,"2022-06-03","08:35:19",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020865","2022-06-03","08:30:00","Government Payrolls*",57.0,NULL,31.0,NULL,0.8387,-1,"May. 2022","Person","K","2022-06-03","08:34:19",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020865","2022-06-03","08:30:00","Labor Force Partic*",62.3,NULL,62.2,NULL,0.0016,NULL,"May. 2022","%",NULL,"2022-06-03","08:35:20",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020865","2022-06-03","08:30:00","Manufacturing Payrolls*",18.0,40.0,61.0,-0.55,-0.7049,-1,"May. 2022","Person","K","2022-06-03","08:34:19",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020865","2022-06-03","08:30:00","Non-Farm Payrolls*",390.0,325.0,436.0,0.2,-0.1055,2,"May. 2022","Person","K","2022-06-03","08:33:17",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15020865","2022-06-03","08:30:00","Private Payrolls*",333.0,325.0,405.0,0.0246,-0.1778,-1,"May. 2022","Person","K","2022-06-03","08:33:17",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020865","2022-06-03","08:30:00","U6 Underemployment*",7.1,NULL,7.0,NULL,0.0143,-1,"May. 2022","%",NULL,"2022-06-03","08:35:20",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020865","2022-06-03","08:30:00","Unemployment Rate*",3.6,3.5,3.6,0.0286,NULL,1,"May. 2022","%",NULL,"2022-06-03","08:35:20",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15020883","2022-05-13","08:30:00","Export Prices MM*",NULL,0.7,4.5,NULL,NULL,NULL,"Apr. 2022","%",NULL,"2022-05-13","10:30:08",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15020883","2022-05-13","08:30:00","Import Prices MM*",NULL,0.6,2.6,NULL,NULL,NULL,"Apr. 2022","%",NULL,"2022-05-13","10:30:08",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15020883","2022-05-13","08:30:00","Import Prices YY*",11.98,NULL,13.01,NULL,-0.0792,NULL,"Apr. 2022","%",NULL,"2022-05-13","08:35:05",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020884","2022-06-15","08:30:00","Export Prices MM*",NULL,NULL,0.6,NULL,NULL,NULL,"May. 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020884","2022-06-15","08:30:00","Import Prices MM*",NULL,1.1,NULL,NULL,NULL,NULL,"May. 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020884","2022-06-15","08:30:00","Import Prices YY*",NULL,NULL,11.98,NULL,NULL,NULL,"May. 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020892","2022-04-29","08:30:00","Employment Benefits QQ*",1.8,NULL,0.9,NULL,1.0,-1,"Q1 2022","%",NULL,"2022-04-29","13:08:35",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15020892","2022-04-29","08:30:00","Employment Costs*",1.4,1.1,1.0,0.2727,0.4,-1,"Q1 2022","%",NULL,"2022-04-29","13:08:35",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15020892","2022-04-29","08:30:00","Employment Wages QQ*",1.2,NULL,1.0,NULL,0.2,NULL,"Q1 2022","%",NULL,"2022-04-29","13:08:35",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15020939","2022-05-17","09:15:00","Capacity Utilization SA*",NULL,78.6,78.3,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-05-17","11:15:15",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15020939","2022-05-17","09:15:00","Industrial Production MM*",NULL,0.5,0.9,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-05-17","11:15:15",False,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15020939","2022-05-17","09:15:00","Industrial Production YoY*",NULL,NULL,5.47,NULL,NULL,NULL,"Apr. 2022","%",NULL,"2022-05-17","11:15:15",False,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15020939","2022-05-17","09:15:00","Manuf Output MM*",NULL,0.4,0.9,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-05-17","11:15:15",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15020958","2022-05-17","10:00:00","Business Inventories MM *",NULL,1.9,1.5,NULL,NULL,-1,"Mar. 2022","%",NULL,"2022-05-17","12:00:27",False,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15020958","2022-05-17","10:00:00","Retail Inventories Ex-Auto Rev *",NULL,NULL,1.5,NULL,NULL,NULL,"Mar. 2022","%",NULL,"2022-05-17","12:00:27",False,True,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",True,True
"15020959","2022-06-15","10:00:00","Business Inventories MM *",NULL,NULL,2.0,NULL,NULL,-1,"Apr. 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15020959","2022-06-15","10:00:00","Retail Inventories Ex-Auto Rev *",NULL,NULL,3.5,NULL,NULL,NULL,"Apr. 2022","%",NULL,"2022-06-09","04:02:02",False,False,"Economy",NULL,"ETSY","BKE","RVLV","DASH","BOOT","AEO","M","https://www.tradingview.com/widget/economic-calendar/",False,True
"15020975","2022-05-04","08:30:00","Goods Trade Balance (R) *",-127.12,NULL,-106.35,NULL,-0.1953,NULL,"Mar. 2022","USD","B","2022-05-04","08:34:09",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15020975","2022-05-04","08:30:00","International Trade $ *",-109.8,-107.0,-89.8,-0.0262,-0.2227,NULL,"Mar. 2022","USD","B","2022-05-04","08:34:09",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15020976","2022-06-07","08:30:00","Goods Trade Balance (R) *",-106.7,NULL,-125.94,NULL,0.1528,NULL,"Apr. 2022","USD","B","2022-06-07","08:31:56",True,True,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15020976","2022-06-07","08:30:00","International Trade $ *",-87.08,-89.5,-107.65,0.027,0.1911,NULL,"Apr. 2022","USD","B","2022-06-07","08:31:56",True,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,NULL
"15021014","2022-05-11","08:30:00","Core CPI Index, SA*",290.455,NULL,288.811,NULL,0.0057,-1,"Apr. 2022","Index",NULL,"2022-05-11","08:38:03",True,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15021014","2022-05-11","08:30:00","Core CPI MM, SA*",NULL,0.4,0.3,NULL,NULL,1,"Apr. 2022","%",NULL,"2022-05-11","10:30:25",False,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15021014","2022-05-11","08:30:00","Core CPI YY, NSA*",NULL,6.0,6.5,NULL,NULL,1,"Apr. 2022","%",NULL,"2022-05-11","10:30:25",False,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15021014","2022-05-11","08:30:00","CPI Index  SA*",NULL,NULL,287.71,NULL,NULL,NULL,"Apr. 2022","Index",NULL,"2022-05-11","10:30:25",False,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15021014","2022-05-11","08:30:00","CPI Index, NSA*",NULL,288.654,287.504,NULL,NULL,-1,"Apr. 2022","Index",NULL,"2022-05-11","10:30:25",False,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15021014","2022-05-11","08:30:00","CPI MM NSA*",0.56,NULL,1.34,NULL,-0.5821,NULL,"Apr. 2022","%",NULL,"2022-05-11","08:36:32",True,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15021014","2022-05-11","08:30:00","CPI MM, SA*",NULL,0.2,1.2,NULL,NULL,1,"Apr. 2022","%",NULL,"2022-05-11","10:30:25",False,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15021014","2022-05-11","08:30:00","CPI Wage Earner *",284.575,NULL,283.176,NULL,0.0049,NULL,"Apr. 2022","Index",NULL,"2022-05-11","08:40:05",True,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15021014","2022-05-11","08:30:00","CPI YY, NSA*",NULL,8.1,8.5,NULL,NULL,1,"Apr. 2022","%",NULL,"2022-05-11","10:30:25",False,True,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,True
"15021014","2022-05-11","08:30:00","Real Weekly Earnings MM*",NULL,NULL,-1.1,NULL,NULL,NULL,"Apr. 2022","%",NULL,"2022-05-11","10:30:25",False,False,"Economy",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",True,NULL
"15021015","2022-06-10","08:30:00","Core CPI Index, SA*",NULL,NULL,290.455,NULL,NULL,-1,"May. 2022","Index",NULL,"2022-06-09","04:02:01",False,False,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
"15021015","2022-06-10","08:30:00","Core CPI MM, SA*",NULL,0.5,0.6,NULL,NULL,1,"May. 2022","%",NULL,"2022-06-09","04:02:01",False,False,"Economy","Interest",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"https://www.tradingview.com/widget/economic-calendar/",False,True
